Название видеоролика;Описание;Количество просмотров;Url видеоролика
"Лекция Сергея Попова и Ингеборги Дапкунайте ""Звезда с звездою говорит"", Фестиваль Политех 2018";На фестивале «Политех» прошла презентация книги астрофизика, научного куратора новой экспозиции Политехн...;1191;https://www.youtube.com/watch?v=Nr-I8r7xeCQ
АСТРОНОМИЯ,АСТРОФИЗИКА;Автор: Дмитриев А.В. Автор: Л.Л. Лазутин. Автор: Яковчук О.С. Авторы: Тулупов В.И.,Павлов Н.Н.,Свидский...;22;https://www.youtube.com/watch?v=fU6TC4fDfTo
"""АСТРОФИЗИКА""Лекция №10";Эволюция звёзд(продолжение)Солнце. Лектор:Профессор Постнов К.А.;100;https://www.youtube.com/watch?v=Km77d5985a0
Астрофизика - В отражении;www.astroband.ru.;745;https://www.youtube.com/watch?v=IpFrWqqZew8
Уолтер Левин о физике, искусстве, секретах преподавания и главных загадках Вселенной [Vert Dider];В апреле 2017 студия Vert Dider взяла интервью у легендарного лектора и астрофизика Уолтера Левина. Мы поговорили...;23212;https://www.youtube.com/watch?v=Ps7NQbEHT98
NASA | Астрофизика | Ферми нашел гигантские пузыри во Млечном Пути;Используя данные Космической Гамма-Обсерватории НАСА Ферми, ученые нашли гигантскую загадочную структуру...;3250;https://www.youtube.com/watch?v=SnKni_HdSz8
"NASA | Астрофизика | ""Расплескивание"" сверхновой";Изучение модели-симуляции процесса взрыва сверхновой звезды привело к интересным и довольно неожиданным...;2253;https://www.youtube.com/watch?v=ifhacBRnSRE
Сильченко Ольга Касьяновна «Галактики: взгляд из космоса» 10.10.2018 «Трибуна ученого».;Лекцию читает: доктор физико-математических наук, астрофизик, заместитель директора по науке, заведующая...;155;https://www.youtube.com/watch?v=1P1Te88G6kY
Какого размера Вселенная? (астрофизик Сергей Пилипенко);Друзья, давно обещал, что пообщаюсь с коллегами на различные интересные темы. Долго собирался, но всё что-то...;778;https://www.youtube.com/watch?v=bKNkry_qaQY
Астрофизика #3;;17;https://www.youtube.com/watch?v=6upnZqUiC0s
Сергей Попов - Нибиру против Девятой планеты или почему не все гипотезы равны;Что такое научные гипотезы? В чём их отличие от обычных домыслов? Какую роль в науке они играют? Чем рабочие...;59651;https://www.youtube.com/watch?v=MbzDfJUAtRE
Комбриг - Астрофизика: массивные звёзды;Подпишись на канал Комбрига! - https://www.youtube.com/channel/UClT2RUeuo8npNaEShETgN3Q Звёзды классифицируются по 7 основным категор...;697;https://www.youtube.com/watch?v=lvrLV9zR_zs
NASA | Астрофизика | Детектив дисков;Хотите поучаствовать в настоящем научном проекте? Хотите поискать экзопланеты самостоятельно? Смотрите...;938;https://www.youtube.com/watch?v=og__mi4MQ98
Cosmos KZ 2010 - №8 Астрофизика;Cosmos KZ 2010 - №8 Астрофизика.;26;https://www.youtube.com/watch?v=HVUsRjgDje4
Липунов В.М. Астрофизика нейтронных звезд 25.03.2014;Москва, ГАИШ. Спецкурс Липунов В.М. Астрофизиа нейтронных звезд 25.03.2014.;801;https://www.youtube.com/watch?v=z1MWmoXshks
"""АСТРОФИЗИКА""Лекция №4";Основные понятия теории переноса излучения.Взаимодействия излучения и вещества. Лектор:Профессор Постнов...;98;https://www.youtube.com/watch?v=kflztPtSZN0
NASA | Астрофизика | Ферми находит юный пульсар среди звезд-старичков;Космический гамма-телескоп НАСА Ферми видит высокоэнергетическое излучение от многих шаровых скоплений....;9921;https://www.youtube.com/watch?v=X4UyOIe7Eo0
Пространство, время, черные дыры (рассказывает Эмиль Ахмедов);О пространственно-временном континууме, черных дырах, теории относительности, современной космологии...;15258;https://www.youtube.com/watch?v=Mu83L0Xzfkc
Астрофизика, математика, питание мозга Эйнштейна;;789;https://www.youtube.com/watch?v=5pMbyHzQaOg
Астрофизика - Тайны;"Волшебство случается тайно. Клип ""тайны"" от студии Pixar (!!!) на одноименную песню группы Астрофизика. Об исто...";15763;https://www.youtube.com/watch?v=wiuTgsxxz1s
"""АСТРОФИЗИКА""Лекция №4";Основные понятия теории переноса излучения.Взаимодействия излучения и вещества. Лектор:Профессор Постнов...;82;https://www.youtube.com/watch?v=kNptm2vG3J8
Човекът, който учи децата на астрофизика за олимпийски медали;Никола Каравасилев е учител. Но не обикновен.;94;https://www.youtube.com/watch?v=I3JKli0gJaI
"""АСТРОФИЗИКА""Лекция №8";Эволюция звёзд. Лектор:Профессор Постнов К.А.;56;https://www.youtube.com/watch?v=b-mji5ZhLp4
NASA | Астрофизика | Ферми открывает антиматерию...в грозах Земли!;По инерции как-то все время думаешь, что антиматерия - что-то далекое, космическое. Но вот процесс, в результа...;7523;https://www.youtube.com/watch?v=Cs64uBVQVrk
017. Прорывы и тупики в изучении Вселенной – Борис Штерн;Борис Штерн, д.ф-м н., рассказывает о последних достижениях в космологии, астрофизике и астрономии: — Статус...;37572;https://www.youtube.com/watch?v=zRyUyz4Uxzg
Физика ЕГЭ 2018 Тренировочная работа 3 разбор задания 24 (астрофизика);"Как получить доступ ко всем занятиям видеокурса ""Быстрая подготовка к ЕГЭ по физике 2018"" смотрите здесь https://d...";1308;https://www.youtube.com/watch?v=7jME79H65Nw
АСТРОНОМИЯ,АСТРОФИЗИКА;Авторы: И. М. Подгорный, А. И. Подгорный. Результаты экспериментов с радиоактивными пучками. Автор: профес...;10;https://www.youtube.com/watch?v=FtEt29kHmR0
Сергей Попов расширение вселенной;;43979;https://www.youtube.com/watch?v=HoyfXXJ6x_A
NASA | Астрофизика | SWIFT - тур по двум галактикам;Обсерватория SWIFT проводит экскурсию по ультрафиолетовым Магеллановым облакам. Познакомьтесь с географией,...;1899;https://www.youtube.com/watch?v=L7OJxmFZpPw
Итоги научной конференции Гамова: астрофизика и космология. В студии — Михаил Рябов и Клим Чурюмов;;130;https://www.youtube.com/watch?v=YUs2pv2OC44
Теория Большого Взрыва;Лекцию про современный взгляд на теорию Большого Взрыва читает Анатолий Владимирович Засов, советский...;50584;https://www.youtube.com/watch?v=NCAnDyh8v24
"Сергей Назаров: ""Поиски жизни во Вселенной""";"Лекция состоялась в научно-популярном лектории центра ""Архэ"" (http://arhe.msk.ru) 5 февраля 2017 года. Лектор: Сергей...";31842;https://www.youtube.com/watch?v=jB9zdpiNip0
"ГОРИЗОНТ СОБЫТИЙ;Наука о Священном  2 часть Астрофизика Космос неба и человека";"Прямой эфир из г.Сычевка от 03.04.2016 Старообрядческое интернет-радио ""Голос Веры"" Ведущий:о.Аркадий Кутузов.";533;https://www.youtube.com/watch?v=rCbSz-IWcMk
"Сергей Попов: ""Астрофизические итоги 2016 года""";"Лекция состоялась в научно-популярном лектории центра ""Архэ"" (http://arhe.msk.ru/) 14 января 2017 года. Лектор - Попов...";66179;https://www.youtube.com/watch?v=jrVjz-qzU5Q
Олег Верходанов. Генетический код Вселенной;29 сентября 2017 ГЦСИ Арсенал (Нижний Новгород) Олег Верходанов — доктор физико-математических наук, ведущий...;12087;https://www.youtube.com/watch?v=OU3CeCdD5J4
Антон Бирюков - История гравитации;Что такое гравитация и каково её значение в физике и астрофизике? Кто и когда первым описал данное явление?...;18881;https://www.youtube.com/watch?v=ChZeBVorIOE
Урок 1 Астрофизика для детей.;Опыт (формирование материков на планете);2;https://www.youtube.com/watch?v=r8l6508D13U
Правдивцев В Л Конференция «Теория Времени астрофизика Н А Козырева;;29;https://www.youtube.com/watch?v=SEaa-Quxm3U
"Владимир Липунов ""Великое молчание Вселенной""";"Лекция из цикла ""Звезды и галактики"", организованного в Лектории Политехнического музея www.pmlectures.ru Великое...";64916;https://www.youtube.com/watch?v=kmuX5_MoC38
Астрономия в повседневности — Олег Верходанов;Астрофизик Олег Верходанов о создании календарей, пользе фильма «Интерстеллар» и радиотелескопе из мобиль...;7550;https://www.youtube.com/watch?v=Dt2Kgnn-fJk
Стандартная космологическая модель — Олег Верходанов;Как темная энергия способствует расширению скоплений галактик вместе со Вселенной? Почему модель Лямбда-CDM...;8883;https://www.youtube.com/watch?v=mRrsaareLSM
Александр Новиков. Астрофизика в Антарктиде: как превратить целый континент в детектор нейтрино?;"Лекция на фестивале Pint of Science 2018. 14 мая 2018. Клуб ""Дума"" (ул. Моховая, д. 11, стр. 3B) Александр Новиков - физик,...";21;https://www.youtube.com/watch?v=98SeMTbqeqA
Астрофизика;Этот ролик обработан в Видеоредакторе YouTube (http://www.youtube.com/editor);3;https://www.youtube.com/watch?v=XmOHvqu7ZVk
Сергей Попов и Ксения Ануфриева.  Кинофантастика – новая реальность? Астрофизик vs искусствовед;25 сентября 2016 ГЦСИ Арсенал Сергей Попов, учёный-астрофизик и популяризатор науки, профессор РАН, ведущий...;12720;https://www.youtube.com/watch?v=kIl0XdIbaLU
"""АСТРОФИЗИКА""Лекция №7";Динамическое и тепловое равновесиев звёздах. Звёзды на главной последовательности. Термоядерные реакции.С...;33;https://www.youtube.com/watch?v=QGGxKDFwfEk
"Константин Постнов: ""Гравитационные волны  от слияния нейтронных звезд""";"Лекция ""Гравитационные волны и электромагнитные сигналы от слияния нейтронных звезд — начало многоканаль...";13120;https://www.youtube.com/watch?v=BXJVS-hWxAY
Парадокс Ферми-обзор выступления астрофизика Владимира Липунова;выступление академика тут -https://www.youtube.com/watch?v=Y3QHoy4xY24.;920;https://www.youtube.com/watch?v=GbNm0rMuc-I
"Сергей Попов: ""Тёмное вещество""";"Лекция состоялась в научно-популярном лектории центра ""Архэ"" (http://arhe.msk.ru) 11 февраля 2017 года. Лектор: Попов...";215373;https://www.youtube.com/watch?v=IOHifVfhjfg
Быстрее скорости света на коте Шрёдингера. Борис Штерн. Ученые против мифов 5-10;"Научно-просветительский Форум ""Ученые против мифов 5"" http://antropogenez.ru/forum5-itogi/ Москва 21 октября 2017 Часть-10 Борис...";86267;https://www.youtube.com/watch?v=cZF9LE48i14
EUREKA!FEST Сергей Попов. Астрофизические гипотезы: чем чёрные дыры лучше пришельцев?;В науке всегда есть гипотезы. Какие-то из них лучше, какие-то хуже. Какие-то считаются настолько стандартным...;81755;https://www.youtube.com/watch?v=R1eZaJ060y8
Сергей Попов: Начало гравитационно-волновой астрономии;"Лекция прочитана в научно-популярном лектории центра ""Архэ"" (http://arhe.msk.ru/) 11 июня 2016 года. Лектор — Попов Серг...";111634;https://www.youtube.com/watch?v=iUWtNrfLD10
Зоопарк нейтронных звезд. Сергей Попов;Лекция Сергея Борисовича Попова — астрофизика, кандидата физико-математических наук, научного сотрудника...;30066;https://www.youtube.com/watch?v=62tQi_BCFgk
Чёрные дыры, антиматерия, энергия, аномалии. Астрономия / астрофизика;my story about black holes & antimatter in outer space, also about stars & energy there. Мой рассказ о чёрных дырах, аномальных явлениях, энергии...;779;https://www.youtube.com/watch?v=fixQsQyqtmg
Космолог Сергей Шандарин оживляет астрофизика Александра Фридмана;Подкаст: Научно-спиритический сеанс «Не верьте лорду Кельвину». Живые ученые говорят с мертвыми. На этом...;148;https://www.youtube.com/watch?v=GjQZnUqYNbk
"Попов Сергей - Лекция ""Самые быстрые звезды""";"8 января 2017 года / ГАИШ МГУ Попов Сергей Борисович Лекция ""Самые быстрые звезды"" Данная лекция проводилась...";17447;https://www.youtube.com/watch?v=89o6qIMvgdo
Подкаст Джо Роган Experience #938 - Лоуренс Краусс [2017] Русская озвучка;В гостях у Джо Рогана известный профессор Аризонского Университета, астрофизик и популяризатор науки -...;226057;https://www.youtube.com/watch?v=nHwHBphnNas
"""АСТРОФИЗИКА""Лекция №9";Звёзды. Лектор:Профессор Постнов К.А.;100;https://www.youtube.com/watch?v=I4YrHXuetZ4
Мозговой штурм. Открытия астрономии и астрофизики.;Мозговой штурм с Анной Урманцевой. Официальный сайт http://www.mozgovoyshturm.ru/ Астрономия и астрофизика - две бурно...;9414;https://www.youtube.com/watch?v=ydv6QExPOvo
Мир галактик;Лекцию о галактиках читает Владимир Сурдин, астроном и популяризатор науки, старший научный сотрудник...;157126;https://www.youtube.com/watch?v=1hlI-OCvbPk
Верходанов Олег - Лекция «Генетический код Вселенной»;"15 ноября 2017 года / Интеллектуальное пространство ""Зануда"" Верходанов Олег Васильевич, доктор физико-математ...";10013;https://www.youtube.com/watch?v=juOvBBOyBqs
Нил Деграсс Тайсон об НЛО.;Известный астрофизик объясняет, какие ошибки восприятия приводят к тому, что люди заявляют о встречах с...;644360;https://www.youtube.com/watch?v=V6NlqKByPGg
Сергей Попов. Темное вещество или Вселенная - это Пиво!;Щепотка соли представляет научно-популярную лекцию Сергея Попова. * Темного вещества примерно в пять раз...;97748;https://www.youtube.com/watch?v=g4V9ooRCP50
Идеи, которые могут не дать вам сегодня заснуть. — Нил Деграсс Тайсон;Астрофизик Нил Деграсс Тайсон о внеземной жизни (область биологии) и человеческом интеллекте (область когн...;1687330;https://www.youtube.com/watch?v=xcLLVZmif_U
Звёздные скопления и эволюция звёзд. Рассказывает астрофизик Алексей Сергеевич Расторгуев. 2014 год.;Познавательная лекция: Звёздные скопления. 2014 год. Вы можете помочь каналу финансово и оставить сообщение...;182;https://www.youtube.com/watch?v=6RL6QDQ34aM
Гамма-всплески во Вселенной и телескопы-роботы Мастер. Рассказывает астрофизик Владимир Липунов.;Познавательная лекция: Массовое открытие космических взрывов российскими телескопами-роботами Мастер....;451;https://www.youtube.com/watch?v=djC-WKAwemk
Краудфандинг в действии: поход в бар с профессором Поповым;"Продолжается краудфандинг нашего канала ""АРХЭология знаний"" https://planeta.ru/campaigns/arhe Поскольку нам осталось...";477;https://www.youtube.com/watch?v=rVIDbmx_EFA
Величайшие Открытия: Астрономия;Получать легально скидку в более 1000 магазинах, когда официально распродаж и скидок нет? Не будь глупым,...;30181;https://www.youtube.com/watch?v=OPnrJHgXk3w
Ричард Докинз и Нил Деграсс Тайсон — Поэзия науки [Озвучка Vert Dider];Переведено и озвучено: vertdider.com Астрофизик Нил Деграсс Тайсон и эволюционный биолог Ричард Докинз, одни...;309193;https://www.youtube.com/watch?v=okNd_er2OTM
"Сергей Попов: ""Новости дальнего космоса""";"Итоги ключевых событий в астрофизике прошедшего 2014 года. Лекция из курса ""Современная астрофизика от А...";123194;https://www.youtube.com/watch?v=xQ_rovw3AFg
Что такое звезда? Рассказывает астрофизик Анатолий Владимирович Засов. 2016 год.;Вы можете помочь каналу финансово и оставить сообщение с добрыми пожеланиями или конструктивной критикой....;284;https://www.youtube.com/watch?v=1ko6nRkbErg
Астрофизики просчитали что будет с нашей галактикой. Великий аттрактор  жуткий объект во Вселенной.;Гигантская воронка: куда засасывает Землю? -- Невидимая угроза: что растягивает Вселенную?;1945;https://www.youtube.com/watch?v=9pcz3PNVPaw
Астрофизик Сергей Попов: гравитационное излучение - одно из главных открытий века;Гравитационные волны — изменения гравитационного поля, распространяющиеся подобно волнам. Излучаются...;24944;https://www.youtube.com/watch?v=F-z-wIFkaZk
Нил Деграсс Тайсон, почему я не атеист?;Почему ученый астрофизик Нил Деграсс Тайсон, безусловно не верующий в бога, не хочет называть себя атеистом...;52447;https://www.youtube.com/watch?v=8RveVsp1IgM
Сергей Попов: Суперобъекты: Звезды размером с город;"Лекция и презентация книги астрофизика Сергея Попова ""Суперобъекты: Звезды размером с город"" состоялась...";72242;https://www.youtube.com/watch?v=rUUHnAnt84M
Не боги расширение вселенной наблюдают;Лекция для учителей в ГАИШ, лето 2014 г. Читает астрофизик Сергей Попов. Мы в вК: https://vk.com/sciencelite.;66784;https://www.youtube.com/watch?v=XydTajr0eYQ
Путешествие во времени. Настоящий гений со Стивеном Хокингом. Космос, Вселенная Фильм 1/6 16.02.2017;Путешествие во времени. Настоящий гений со Стивеном Хокингом. Космос, Вселенная Фильм 1/6 16.02.2017 Путешествие...;254334;https://www.youtube.com/watch?v=kfxLyKiykLI
Лучший телескоп;Лекцию читает Юрий Ковалёв, российский учёный-астрофизик, доктор физико-математических наук, профессор...;239;https://www.youtube.com/watch?v=jRMehwYgQhU
"Верходанов Олег - Лекция ""Современная космология""";"19 августа 2016 года / САО РАН Верходанов Олег Васильевич Лекция ""Современная космология"" Данная лекция провод...";7208;https://www.youtube.com/watch?v=pfipBBeYNKI
Нейтронные звезды (рассказывает астрофизик Сергей Попов);Нейтронная звезда — космическое тело, являющееся одним из возможных результатов эволюции звёзд, состоящее...;47235;https://www.youtube.com/watch?v=TmzGB0D3AYs
Anil Ananthaswamy Чего стоит экстремальная астрофизика;;6;https://www.youtube.com/watch?v=BJuKZVPQx58
М.Я. Маров. «Экзопланеты» 21.03.2018 «Трибуна ученого».;Лекцию читает: советский и российский астрофизик, астроном, специалист в области механики и физики космоса,...;4018;https://www.youtube.com/watch?v=YXtPJkUZtzM
Сергей Попов и Борис Шустов: Взгляд со стороны;Сегодня о красоте бескрайнего космоса нас регулярно заставляет задуматься разве что завораживающее звезд...;9238;https://www.youtube.com/watch?v=_A6pgDg1zDQ
"Черная дыра  (программа ""В первом приближении"")";"""Черная дыра"" (радиопрограмма ""В первом приближении""). Рассказывает астроном Константин Александрович Постн...";50170;https://www.youtube.com/watch?v=8LAYcz_9fNc
Ученый свет: Астрофизик Сергей Попов о черных дырах;Что такое черные дыры, какими свойствами они обладают и как испаряются? Какого размера бывают нейтронные...;6797;https://www.youtube.com/watch?v=bVvnTw5lZn0
«Знатоки»: Сергей Попов отвечает на вопросы о космосе;Какого цвета небо на Марсе? Откуда взялось название планеты Земля? Что будет, если угодить в чёрную дыру?...;3414;https://www.youtube.com/watch?v=BvwjW_Etq_Y
Белые карлики, нейтронные звёзды, чёрные дыры;Лекцию читает астрофизик Сергей Попов. Наша группа вК: https://vk.com/sciencelite Лекция организована и записана: http://uf...;63212;https://www.youtube.com/watch?v=rNePnwf1iSw
Солнце - ближайшая звезда (рассказывает астрофизик Сергей Богачёв);Солнце состоит из водорода (≈73 % от массы и ≈92 % от объёма), гелия (≈25 % от массы и ≈7 % от объёма) и других элеме...;3934;https://www.youtube.com/watch?v=HIDsAFh1CCA
Астрономическое образование. Рассказывает астрофизик Анатолий Владимирович Засов. 2015 год.;"Анатолий Владимирович Засов: ""Астрономия в школе просто необходима!"" Преподавание астрономии в школе. Тесна...";161;https://www.youtube.com/watch?v=4qBm_xTuxsc
Реален ли наш мир или это просто программная симуляция?;Мы должны стремиться к самообразованию, ведь каждый человек поднимается ввысь на крыльях собственного...;267308;https://www.youtube.com/watch?v=At5dw4Mdc2A
Успехи Российской Астрофизики 2016. Секция четвертая, председатель В.М.Липунов.;00:00 В.И.Докучаев (ИЯИ РАН) «Идентификация сверхмассивной черной дыры в центре Галактики» 25:30 Ю.Н.Ефремов...;608;https://www.youtube.com/watch?v=NYwTes4Ys-w
Кротовая нора: дверь в зазеркалье;Сегодня мечта астрофизиков найти настоящую машину времени - кротовую нору. По мнению ученых - это туннели...;26117;https://www.youtube.com/watch?v=7qdbYhld9Kg
Сергей Попов - О популяризации науки;Друзья, мы продолжаем цикл, посвящённый популяризации науки в России. Вы узнаете мнение наших лекторов...;7165;https://www.youtube.com/watch?v=D3HlVbGbjTE
Физические процессы на Солнце. Рассказывает астрофизик Галина Валентиновна Якунина. 2014 год.;Изображения и тексты к лекции: http://www.sai.msu.ru/amateur/nabl2014/lectures/yakun_Sun2014.pdf Вы можете помочь каналу финансово и...;224;https://www.youtube.com/watch?v=-4srGPF7JyM
Загадки звездного неба. Сергей Попов.;Лекция астрофизика Сергея Попова в Большом Московском Планетарии https://vimeo.com/50617388.;40392;https://www.youtube.com/watch?v=Jl1LAp53Cs4
Парадокс Ферми: почему молчит Вселенная? | Fermi paradox: why the Universe is silent? - Сергей Попов;Choose «Subtitles» for translation from Russian to English. What is the Fermi paradox? Why don't we see any footprints of extraterrestrial civilizations, which ...;343529;https://www.youtube.com/watch?v=yHRhX6IKsnI
"Владимир Решетников: ""Самые далекие объекты Вселенной""";"Лекция состоялась в научно-популярном лектории центра ""Архэ"" в Санкт-Петербурге (https://www.facebook.com/ArheSPB/) 25 марта...";63716;https://www.youtube.com/watch?v=p-B3R88vzaU
«Знатоки»: Сергей Попов отвечает на вопросы о космосе (часть 2);Может ли Луна упасть на Землю? И почему Плутон больше не планета? А в какую сторону Земля вращается...;1760;https://www.youtube.com/watch?v=vGSju0ozs2Y
Наблюдательные тесты космологии и стандартный спектр — Олег Верходанов;Как астрофизики поняли, что Вселенная расширяется? Астрофизик Олег Верходанов о красном смещении и построе...;9437;https://www.youtube.com/watch?v=pyrjOPVn0oc
Анатолий Засов, астрофизик. Ближайшие 100 лет будут самыми трудными в истории нашей цивилизации;"Передача ""Имена"". Эфир 13.04.2014. Первый образовательный канал. © Телекомпания СГУ ТВ. Анатолий ЗАСОВ - авторите...";7233;https://www.youtube.com/watch?v=19B3s2AwF_w
Экзопланеты;Лекцию читает астрофизик Сергей Попов. Источник: https://www.youtube.com/channel/UC7xLYR26s6L7T6Iy6JoeLug.;9972;https://www.youtube.com/watch?v=iiLsFEoKbX8
О рождении и эволюции научных гипотез, Сергей Попов;6 февраля 2015 года состоялось праздничное заседание Научного кафе СФУ, посвящённое Дню российской науки....;21520;https://www.youtube.com/watch?v=rKGKAzm9sBo
"Георгий Коломийцев: ""Современная физическая космология""";"Лекция состоялась в Научно-популярном лектории центра ""Архэ"" (http://arhe.msk.ru) 28 января 2017 года. Организована...";22124;https://www.youtube.com/watch?v=VQ2NsXgL5hk
Открытие темной материи — Антон Баушев;Это видео было опубликовано на сайте ПостНаука (http://postnauka.ru/). Больше лекций, интервью и статей о фундаментал...;21637;https://www.youtube.com/watch?v=R52dzUobaKg
Закон всемирного тяготения;Лекцию читает астрофизик Сергей Попов. Источник и организатор - Фонд Траектория (http://www.traektoriafdn.ru/);10891;https://www.youtube.com/watch?v=L7CaO-AWT2Q
"Сергей Попов: ""Зачем нужна астрономия""";"Лекция состоялась в Культурно-просветительском центре ""Архэ"" (http://arhe.msk.ru/) 14 февраля 2016 года. Лектор - Попов...";56416;https://www.youtube.com/watch?v=bBrcDqCwG2o
Быстрые радиовсплески;Лекцию о быстрых радиовсплесках читает Сергей Попов, учёный-астрофизик и популяризатор науки, доктор физик...;27229;https://www.youtube.com/watch?v=odqwwmSgzGc
Компактные объекты и фундаментальная физика - Сергей Попов;Источник - http://postnauka.ru/video/25974 Какие физические явления изучаются с помощью наблюдений за нейтронными звезда...;26887;https://www.youtube.com/watch?v=FMiANV6ZFhM
Методы регистрации экзопланет — Сергей Попов;Источник — http://postnauka.ru/video/31664 Когда были обнаружены первые экзопланеты? Какие планеты называют транзитными?...;14636;https://www.youtube.com/watch?v=bqLlx787UZQ
"Сергей Попов: ""Быстрые радиовсплески: новая загадка в небесах""";"Лекция состоялась в научно-популярном лектории центра ""Архэ"" (http://arhe.msk.ru/) 6 декабря 2015 года. Лектор - Попов...";56017;https://www.youtube.com/watch?v=evKEYQgyGNI
Лекторий «Политеха»: Сергей Попов «Будущее астрономических открытий»;Астрономия движется вперед во многом благодаря большим проектам: новым телескопам, спутникам, суперкомпью...;26872;https://www.youtube.com/watch?v=Gqa2YKBE--Q
Безумная идея ИЛОНА МАСКА. НИЛ ДЕГРАСС ТАЙСОН про колонизацию Марса с практической точки зрения.;Оговорился. Популяризатор. Нил Деграсс Тайсон, американский астрофизик и известный популяризатор науки,...;60087;https://www.youtube.com/watch?v=ysXf8aMHfw0
Гигантские радиогалактики — Олег Верходанов;О количестве галактик видимой Вселенной, квазарах и спектре мощности рассказывает астрофизик Олег Верхода...;10191;https://www.youtube.com/watch?v=Q_DLcDGhBfY
"Сергей Попов: ""Великое объединение нейтронных звезд"" премьера фильма/лекция";"Премьера фильма и лекция ""Великое объединение нейтронный звезд"" состоялась 27 сентября 2015 года в Культурно-п...";78058;https://www.youtube.com/watch?v=cRHGThi24CY
Сергей Попов;"Сергей Попов, астрофизик, докт. физ.-мат. наук, старший научный сотрудник ГАИШ МГУ. Тема лекции: ""Топ-10 статей...";51681;https://www.youtube.com/watch?v=2u6noS6iLDE
Константин Постнов: Гравитационные волны: что мы узнали и что хотим узнать об их источниках;"Лекция состоялась в научно-популярном лектории центра ""Архэ"" (http://arhe.msk.ru/) 12 апреля 2016 года. Лектор - Постнов...";65493;https://www.youtube.com/watch?v=Dm9Nsf-gj14
Внутреннее строение экзопланет — Сергей Попов;Источник — http://postnauka.ru/video/46117 С чем связана сложность изучения состава планет? От чего зависит масса и радиу...;7250;https://www.youtube.com/watch?v=rPhFWdOYZ7w
Мифы и заблуждения о космосе;Лекцию о мифах и заблуждениях читает Владимир Сурдин, астроном и популяризатор науки, старший научный сотр...;520688;https://www.youtube.com/watch?v=nJkwF9LedyQ
"С. А. Ламзин - ""Звездная эволюция""";Лекцию читает астрофизик, доктор физико-математических наук, заместитель директора Государственного астр...;2516;https://www.youtube.com/watch?v=416HpV_m6zo
Попов Сергей - Жизнь звезды;Источник - http://postnauka.ru/video/11458 Когда было проведено измерение расстояния до звезд? Какова продолжительность...;33399;https://www.youtube.com/watch?v=GTozi385mks
А. В. Засов «Тёмная материя-мифы и реальность» 24.02.2016 «Малая трибуна ученого»;Лекцию читает доктор физико-математических наук, профессор кафедры астрофизики и звездной астрономии...;63975;https://www.youtube.com/watch?v=7BZOloi1iXU
А. В. Засов «Тёмная материя-мифы и реальность» 24.02.2016 «Малая трибуна ученого»;Лекцию читает доктор физико-математических наук, профессор кафедры астрофизики и звездной астрономии...;63975;https://www.youtube.com/watch?v=7BZOloi1iXU
Сергей Попов - Поиски жизни за пределами Солнечной системы;Существует ли другая Земля, другая жизнь во Вселенной? Насколько велика вероятность обнаружения её следов...;37940;https://www.youtube.com/watch?v=xPjvu7IC1Q8
"Борис Штерн: ""Наука и фантастика: экзопланеты и новая книга ""Ковчег 47 Либра"".";"Лекция и презентация книги ""Ковчег 47 Либра"" состоялась 10 сентября 2016 года в Культурно-просветительском...";37431;https://www.youtube.com/watch?v=eYfTGkj6OsE
Движение во Вселенной. Кластеры и Сверхскопления;Правила Кино https://www.youtube.com/правилакино Это [Интересно] - Движение во Вселенной. Кластеры и Сверхскопления...;25304;https://www.youtube.com/watch?v=nZamGP1_XrA
Психологические проблемы и картина мира;Психологические проблемы и картина мира ☑   КУРС ПСИХОТЕРАПИИ - полное избавление от пан. атак и тревожного...;1762;https://www.youtube.com/watch?v=ZXp4jZVq9kA
Отмена  Сохранить 336-й Общемосковский семинар астрофизиков им. Я. Б. Зельдовича;;60;https://www.youtube.com/watch?v=5bLx7_1xFH8
Тайны ближайших галактик 2017 /  новости науки;КУРСЫ КРИПТОВАЛЮТ БЬЮТ ВСЕ РЕКОРДЫ - УСПЕЙ ЗАРАБОТАТЬ И ТЫ https://goo.gl/7hWicX Тайны ближайших галактик 2017 Приятно...;514544;https://www.youtube.com/watch?v=cRVqzG-u9x8
Сергей Попов - Происхождение химических элементов во Вселенной;Откуда появились и как распространяются химические элементы во Вселенной? Какие процессы приводят к возни...;68648;https://www.youtube.com/watch?v=y68Q2wndWzY
Анатолий Засов. Математика космоса. Лекция и презентация книги;Поддержать трансляции проекта: http://donatepay.ru/d/ScienceVideoLab Анатолий Засов - астрофизик, доктор физико-математичес...;7984;https://www.youtube.com/watch?v=EX1T94gLPH4
"Леонид Зотов: ""Загадка времени""";"Лекция из курса ""Общая астрономия"" (http://arhe.msk.ru/?page_id=8661 ) состоялась в Культурно-просветительском центре ""Архэ...";181032;https://www.youtube.com/watch?v=FaNYIwF9aNo
Физтех.Читалка: Спроси учёного про космос;"""Астрофизики, космологи, планетологи и ядерные физики отвечают на вопросы гостей встречи о космосе и расска...";131;https://www.youtube.com/watch?v=4DY6hhL0GI0
Эволюция Вселенной (рассказывает астроном Анатолий Засов);"""Эволюция Вселенной"". Радиопрограмма ""В первом приближении"". Рассказывает астроном Анатолий Засов. Ведущая...";59269;https://www.youtube.com/watch?v=b9F9U41zne0
